,Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,CO,PM10,NO2,AQI category,city,state
250,09/09/2023,21,Ozone,Connecticut Hill,36-109-9991,AQS,21,.,,,,Good,Ithaca,NY
251,09/10/2023,22,Ozone,Connecticut Hill,36-109-9991,AQS,22,.,,,,Good,Ithaca,NY
252,09/11/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
253,09/12/2023,34,Ozone,Connecticut Hill,36-109-9991,AQS,34,.,,,,Good,Ithaca,NY
254,09/13/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
255,09/14/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
256,09/15/2023,30,Ozone,Connecticut Hill,36-109-9991,AQS,30,.,,,,Good,Ithaca,NY
257,09/16/2023,44,Ozone,Connecticut Hill,36-109-9991,AQS,44,.,,,,Good,Ithaca,NY
258,09/17/2023,44,Ozone,Connecticut Hill,36-109-9991,AQS,44,.,,,,Good,Ithaca,NY
259,09/18/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
260,09/19/2023,34,Ozone,Connecticut Hill,36-109-9991,AQS,34,.,,,,Good,Ithaca,NY
261,09/20/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
262,09/21/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
263,09/22/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
264,09/23/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
265,09/24/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
266,09/25/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
267,09/26/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
268,09/27/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
269,09/28/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
270,09/29/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
271,09/30/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
272,10/01/2023,43,Ozone,Connecticut Hill,36-109-9991,AQS,43,.,,,,Good,Ithaca,NY
273,10/02/2023,44,Ozone,Connecticut Hill,36-109-9991,AQS,44,.,,,,Good,Ithaca,NY
274,10/03/2023,64,Ozone,Connecticut Hill,36-109-9991,AQS,64,.,,,,Moderate,Ithaca,NY
275,10/04/2023,54,Ozone,Connecticut Hill,36-109-9991,AQS,54,.,,,,Moderate,Ithaca,NY
276,10/05/2023,47,Ozone,Connecticut Hill,36-109-9991,AQS,47,.,,,,Good,Ithaca,NY
277,10/06/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
278,10/07/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
279,10/08/2023,24,Ozone,Connecticut Hill,36-109-9991,AQS,24,.,,,,Good,Ithaca,NY
280,10/09/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
281,10/10/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
282,10/11/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
283,10/12/2023,34,Ozone,Connecticut Hill,36-109-9991,AQS,34,.,,,,Good,Ithaca,NY
284,10/13/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
285,10/14/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
286,10/15/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
287,10/16/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
288,10/17/2023,22,Ozone,Connecticut Hill,36-109-9991,AQS,22,.,,,,Good,Ithaca,NY
289,10/18/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
290,10/19/2023,30,Ozone,Connecticut Hill,36-109-9991,AQS,30,.,,,,Good,Ithaca,NY
291,10/20/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
292,10/21/2023,21,Ozone,Connecticut Hill,36-109-9991,AQS,21,.,,,,Good,Ithaca,NY
293,10/22/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
294,10/23/2023,33,Ozone,Connecticut Hill,36-109-9991,AQS,33,.,,,,Good,Ithaca,NY
295,10/24/2023,36,Ozone,Connecticut Hill,36-109-9991,AQS,36,.,,,,Good,Ithaca,NY
296,10/25/2023,40,Ozone,Connecticut Hill,36-109-9991,AQS,40,.,,,,Good,Ithaca,NY
297,10/26/2023,43,Ozone,Connecticut Hill,36-109-9991,AQS,43,.,,,,Good,Ithaca,NY
298,10/27/2023,38,Ozone,Connecticut Hill,36-109-9991,AQS,38,.,,,,Good,Ithaca,NY
299,10/28/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
300,10/29/2023,20,Ozone,Connecticut Hill,36-109-9991,AQS,20,.,,,,Good,Ithaca,NY
301,10/30/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
302,10/31/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
303,11/01/2023,26,Ozone,Connecticut Hill,36-109-9991,AQS,26,.,,,,Good,Ithaca,NY
304,11/02/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
305,11/03/2023,37,Ozone,Connecticut Hill,36-109-9991,AQS,37,.,,,,Good,Ithaca,NY
306,11/04/2023,42,Ozone,Connecticut Hill,36-109-9991,AQS,42,.,,,,Good,Ithaca,NY
307,11/05/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
308,11/06/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
309,11/07/2023,35,Ozone,Connecticut Hill,36-109-9991,AQS,35,.,,,,Good,Ithaca,NY
310,11/08/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
311,11/09/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
312,11/10/2023,30,Ozone,Connecticut Hill,36-109-9991,AQS,30,.,,,,Good,Ithaca,NY
313,11/11/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
314,11/12/2023,33,Ozone,Connecticut Hill,36-109-9991,AQS,33,.,,,,Good,Ithaca,NY
315,11/13/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
316,11/14/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
317,11/15/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
318,11/16/2023,43,Ozone,Connecticut Hill,36-109-9991,AQS,43,.,,,,Good,Ithaca,NY
319,11/17/2023,42,Ozone,Connecticut Hill,36-109-9991,AQS,42,.,,,,Good,Ithaca,NY
320,11/18/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
321,11/19/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
322,11/20/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
323,11/21/2023,26,Ozone,Connecticut Hill,36-109-9991,AQS,26,.,,,,Good,Ithaca,NY
324,11/22/2023,23,Ozone,Connecticut Hill,36-109-9991,AQS,23,.,,,,Good,Ithaca,NY
325,11/23/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
326,11/24/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
327,11/25/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
328,11/26/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
329,11/27/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
330,11/28/2023,30,Ozone,Connecticut Hill,36-109-9991,AQS,30,.,,,,Good,Ithaca,NY
331,11/29/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
332,11/30/2023,34,Ozone,Connecticut Hill,36-109-9991,AQS,34,.,,,,Good,Ithaca,NY
333,12/01/2023,34,Ozone,Connecticut Hill,36-109-9991,AQS,34,.,,,,Good,Ithaca,NY
334,12/09/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
335,12/10/2023,24,Ozone,Connecticut Hill,36-109-9991,AQS,24,.,,,,Good,Ithaca,NY
336,12/11/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
337,12/12/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
338,12/13/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
339,12/14/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
340,12/15/2023,37,Ozone,Connecticut Hill,36-109-9991,AQS,37,.,,,,Good,Ithaca,NY
341,12/16/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
342,12/17/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
343,12/18/2023,26,Ozone,Connecticut Hill,36-109-9991,AQS,26,.,,,,Good,Ithaca,NY
344,12/19/2023,32,Ozone,Connecticut Hill,36-109-9991,AQS,32,.,,,,Good,Ithaca,NY
345,12/20/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
346,12/21/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
347,12/22/2023,27,Ozone,Connecticut Hill,36-109-9991,AQS,27,.,,,,Good,Ithaca,NY
348,12/23/2023,19,Ozone,Connecticut Hill,36-109-9991,AQS,19,.,,,,Good,Ithaca,NY
349,12/24/2023,17,Ozone,Connecticut Hill,36-109-9991,AQS,17,.,,,,Good,Ithaca,NY
350,12/25/2023,29,Ozone,Connecticut Hill,36-109-9991,AQS,29,.,,,,Good,Ithaca,NY
351,12/26/2023,28,Ozone,Connecticut Hill,36-109-9991,AQS,28,.,,,,Good,Ithaca,NY
352,12/27/2023,31,Ozone,Connecticut Hill,36-109-9991,AQS,31,.,,,,Good,Ithaca,NY
353,12/28/2023,30,Ozone,Connecticut Hill,36-109-9991,AQS,30,.,,,,Good,Ithaca,NY
354,12/29/2023,21,Ozone,Connecticut Hill,36-109-9991,AQS,21,.,,,,Good,Ithaca,NY
355,12/30/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
356,12/31/2023,25,Ozone,Connecticut Hill,36-109-9991,AQS,25,.,,,,Good,Ithaca,NY
357,01/01/2023,74,PM2.5,REGIONAL OFFICE BUILDING,17-031-4007,AQS,15,74,7,26.0,21.0,Moderate,Chicago,IL
358,01/02/2023,73,PM2.5,Hammond- 167th St,18-089-0036,AQS,19,73,7,19.0,28.0,Moderate,Chicago,IL
359,01/03/2023,55,PM2.5,Hammond- 167th St,18-089-0036,AQS,19,55,6,31.0,25.0,Moderate,Chicago,IL
360,01/04/2023,37,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,21,37,3,17.0,25.0,Good,Chicago,IL
361,01/05/2023,54,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,20,54,5,19.0,29.0,Moderate,Chicago,IL
362,01/06/2023,52,PM2.5,Kingery Near Road #1,17-031-0119,AQS,25,52,3,19.0,29.0,Moderate,Chicago,IL
363,01/07/2023,56,PM2.5,CITY HALL,17-043-4002,AQS,33,56,5,16.0,30.0,Moderate,Chicago,IL
364,01/08/2023,57,PM2.5,REGIONAL OFFICE BUILDING,17-031-4007,AQS,25,57,3,20.0,34.0,Moderate,Chicago,IL
365,01/09/2023,76,PM2.5,VILLAGE HALL,17-031-1016,AQS,20,76,3,44.0,28.0,Moderate,Chicago,IL
366,01/10/2023,66,PM2.5,IEPA TRAILER,17-031-3103,AQS,21,66,6,51.0,39.0,Moderate,Chicago,IL
367,01/11/2023,82,PM2.5,IEPA TRAILER,17-031-3103,AQS,19,82,6,47.0,39.0,Moderate,Chicago,IL
368,01/12/2023,60,PM2.5,CITY HALL,17-043-4002,AQS,27,60,5,57.0,29.0,Moderate,Chicago,IL
369,01/13/2023,35,Ozone,Ogden Dunes- Water Treatment Plant,18-127-0024,AQS,35,26,3,14.0,18.0,Good,Chicago,IL
370,01/14/2023,47,PM2.5,East Chicago-Marina,18-089-0034,AQS,30,47,3,17.0,20.0,Good,Chicago,IL
371,01/15/2023,48,PM2.5,East Chicago-Marina,18-089-0034,AQS,24,48,2,16.0,20.0,Good,Chicago,IL
372,01/16/2023,37,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,23,37,2,15.0,25.0,Good,Chicago,IL
373,01/17/2023,50,PM2.5,Kingery Near Road #1,17-031-0119,AQS,19,50,3,19.0,16.0,Good,Chicago,IL
374,01/18/2023,47,PM2.5,PERSHING SCHOOL,17-197-1002,AQS,18,47,3,13.0,23.0,Good,Chicago,IL
375,01/19/2023,28,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,19,28,5,12.0,26.0,Good,Chicago,IL
376,01/20/2023,28,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,26,28,3,13.0,23.0,Good,Chicago,IL
377,01/21/2023,41,PM2.5,REGIONAL OFFICE BUILDING,17-031-4007,AQS,28,41,5,15.0,18.0,Good,Chicago,IL
378,01/22/2023,58,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,23,58,3,19.0,29.0,Moderate,Chicago,IL
379,01/23/2023,53,PM2.5,Kingery Near Road #1,17-031-0119,AQS,26,53,3,22.0,23.0,Moderate,Chicago,IL
380,01/24/2023,73,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,24,73,3,30.0,28.0,Moderate,Chicago,IL
381,01/25/2023,61,PM2.5,IEPA TRAILER,17-031-3103,AQS,25,61,6,19.0,33.0,Moderate,Chicago,IL
382,01/26/2023,55,PM2.5,Kingery Near Road #1,17-031-0119,AQS,26,55,5,23.0,26.0,Moderate,Chicago,IL
383,01/27/2023,40,PM2.5,SPRINGFIELD PUMP STATION,17-031-0057,AQS,31,40,3,19.0,28.0,Good,Chicago,IL
384,01/28/2023,51,PM2.5,Hammond- 167th St,18-089-0036,AQS,31,51,6,18.0,33.0,Moderate,Chicago,IL
385,01/29/2023,34,PM2.5,Kingery Near Road #1,17-031-0119,AQS,33,34,5,11.0,26.0,Good,Chicago,IL
386,01/30/2023,50,PM2.5,IEPA TRAILER,17-031-3103,AQS,31,50,5,27.0,28.0,Good,Chicago,IL
387,01/31/2023,55,PM2.5,Ogden Dunes- Water Treatment Plant,18-127-0024,AQS,31,55,5,40.0,44.0,Moderate,Chicago,IL
388,02/01/2023,51,PM2.5,IEPA TRAILER,17-031-3103,AQS,33,51,5,37.0,42.0,Moderate,Chicago,IL
389,02/02/2023,54,PM2.5,WASHINGTON HS,17-031-0022,AQS,40,54,3,51.0,52.0,Moderate,Chicago,IL
390,02/03/2023,39,NO2,IEPA TRAILER,17-031-3103,AQS,34,30,5,30.0,39.0,Good,Chicago,IL
391,02/04/2023,39,PM2.5,LIBERTY SCHOOL,17-031-6005,AQS,31,39,5,22.0,33.0,Good,Chicago,IL
392,02/05/2023,54,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,40,54,5,19.0,39.0,Moderate,Chicago,IL
393,02/06/2023,76,NO2,COOK COUNTY TRAILER,17-031-4002,AQS,31,70,8,32.0,76.0,Moderate,Chicago,IL
394,02/07/2023,52,PM2.5,Kingery Near Road #1,17-031-0119,AQS,29,52,5,20.0,36.0,Moderate,Chicago,IL
395,02/08/2023,65,PM2.5,WASHINGTON HS,17-031-0022,AQS,23,65,6,31.0,50.0,Moderate,Chicago,IL
396,02/09/2023,53,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,29,53,5,14.0,33.0,Moderate,Chicago,IL
397,02/10/2023,49,PM2.5,Kingery Near Road #1,17-031-0119,AQS,33,49,3,24.0,32.0,Good,Chicago,IL
398,02/11/2023,37,PM2.5,Gary- Burr St./ pumping station near truck stop,18-089-0026,AQS,34,37,6,17.0,36.0,Good,Chicago,IL
399,02/12/2023,38,Ozone,VALPARAISO,18-127-0026,AQS,38,33,6,15.0,38.0,Good,Chicago,IL
400,02/13/2023,47,NO2,IEPA TRAILER,17-031-3103,AQS,39,43,6,31.0,47.0,Good,Chicago,IL
401,02/14/2023,48,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,36,48,6,32.0,44.0,Good,Chicago,IL
402,02/15/2023,34,Ozone,VALPARAISO,18-127-0026,AQS,34,29,5,13.0,22.0,Good,Chicago,IL
403,02/16/2023,33,Ozone,CAMP LOGAN TRAILER,17-097-1007,AirNow,33,27,3,9.0,19.0,Good,Chicago,IL
404,02/17/2023,37,Ozone,CAMP LOGAN TRAILER,17-097-1007,AirNow,37,25,3,14.0,28.0,Good,Chicago,IL
405,02/18/2023,35,Ozone,CAMP LOGAN TRAILER,17-097-1007,AirNow,35,28,3,22.0,22.0,Good,Chicago,IL
406,02/19/2023,38,Ozone,VALPARAISO,18-127-0026,AQS,38,33,3,18.0,34.0,Good,Chicago,IL
407,02/20/2023,57,PM2.5,IEPA TRAILER,17-031-3103,AQS,37,57,8,26.0,45.0,Moderate,Chicago,IL
408,02/21/2023,43,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,33,43,8,34.0,34.0,Good,Chicago,IL
409,02/22/2023,42,PM2.5,Hammond- 167th St,18-089-0036,AQS,30,42,5,13.0,21.0,Good,Chicago,IL
410,02/23/2023,36,Ozone,CAMP LOGAN TRAILER,17-097-1007,AirNow,36,33,5,20.0,29.0,Good,Chicago,IL
411,02/24/2023,38,Ozone,CAMP LOGAN TRAILER,17-097-1007,AirNow,38,34,2,23.0,26.0,Good,Chicago,IL
412,02/25/2023,51,PM2.5,IEPA TRAILER,17-031-3103,AQS,31,51,3,19.0,26.0,Moderate,Chicago,IL
413,02/26/2023,61,PM2.5,WASHINGTON HS,17-031-0022,AQS,42,61,9,31.0,37.0,Moderate,Chicago,IL
414,02/27/2023,60,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,38,60,9,34.0,30.0,Moderate,Chicago,IL
415,02/28/2023,48,PM2.5,Hammond- 167th St,18-089-0036,AQS,41,48,8,32.0,40.0,Good,Chicago,IL
416,03/01/2023,63,PM2.5,Hammond- 167th St,18-089-0036,AQS,39,63,7,29.0,42.0,Moderate,Chicago,IL
417,03/02/2023,41,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,41,38,5,24.0,24.0,Good,Chicago,IL
418,03/03/2023,57,PM2.5,Hammond- 167th St,18-089-0036,AQS,39,57,5,15.0,22.0,Moderate,Chicago,IL
419,03/04/2023,69,PM2.5,Kingery Near Road #1,17-031-0119,AQS,39,69,5,23.0,34.0,Moderate,Chicago,IL
420,03/05/2023,58,PM2.5,Hammond- 167th St,18-089-0036,AQS,47,58,7,19.0,37.0,Moderate,Chicago,IL
421,03/06/2023,50,PM2.5,Kingery Near Road #1,17-031-0119,AQS,41,50,6,16.0,37.0,Good,Chicago,IL
422,03/07/2023,42,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,42,31,2,23.0,21.0,Good,Chicago,IL
423,03/08/2023,44,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,44,34,3,18.0,34.0,Good,Chicago,IL
424,03/09/2023,41,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,41,34,5,14.0,23.0,Good,Chicago,IL
425,03/10/2023,41,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,41,28,3,8.0,26.0,Good,Chicago,IL
426,03/11/2023,44,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,44,35,2,10.0,18.0,Good,Chicago,IL
427,03/12/2023,43,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,43,40,3,14.0,22.0,Good,Chicago,IL
428,03/13/2023,42,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,42,29,5,15.0,30.0,Good,Chicago,IL
429,03/14/2023,46,NO2,IEPA TRAILER,17-031-3103,AQS,44,30,5,16.0,46.0,Good,Chicago,IL
430,03/15/2023,52,PM2.5,CARY GROVE HS,17-111-0001,AQS,44,52,5,34.0,47.0,Moderate,Chicago,IL
431,03/16/2023,57,PM2.5,GRAVES ES,17-031-3301,AQS,36,57,3,25.0,28.0,Moderate,Chicago,IL
432,03/17/2023,37,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,37,24,3,13.0,22.0,Good,Chicago,IL
433,03/18/2023,36,Ozone,REGIONAL OFFICE BUILDING,17-031-4007,AQS,36,28,3,18.0,27.0,Good,Chicago,IL
434,03/19/2023,41,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,41,29,3,22.0,25.0,Good,Chicago,IL
435,03/20/2023,45,PM2.5,LIBERTY SCHOOL,17-031-6005,AQS,45,45,3,44.0,32.0,Good,Chicago,IL
436,03/21/2023,61,PM2.5,CARY GROVE HS,17-111-0001,AQS,42,61,3,33.0,33.0,Moderate,Chicago,IL
437,03/22/2023,66,PM2.5,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,34,66,6,20.0,35.0,Moderate,Chicago,IL
438,03/23/2023,59,PM2.5,CITY HALL,17-043-4002,AQS,45,59,6,14.0,28.0,Moderate,Chicago,IL
439,03/24/2023,51,PM2.5,Hammond- 167th St,18-089-0036,AQS,45,51,6,14.0,23.0,Moderate,Chicago,IL
440,03/25/2023,47,Ozone,REGIONAL OFFICE BUILDING,17-031-4007,AQS,47,27,5,13.0,36.0,Good,Chicago,IL
441,03/26/2023,49,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,49,45,7,16.0,44.0,Good,Chicago,IL
442,03/27/2023,48,Ozone,REGIONAL OFFICE BUILDING,17-031-4007,AQS,48,37,3,14.0,45.0,Good,Chicago,IL
443,03/28/2023,82,NO2,IEPA TRAILER,17-031-3103,AQS,48,53,8,40.0,82.0,Moderate,Chicago,IL
444,03/29/2023,48,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,48,47,5,30.0,40.0,Good,Chicago,IL
445,03/30/2023,51,PM2.5,CARY GROVE HS,17-111-0001,AQS,47,51,3,33.0,45.0,Moderate,Chicago,IL
446,03/31/2023,52,PM2.5,VILLAGE HALL,17-031-1016,AQS,44,52,5,28.0,37.0,Moderate,Chicago,IL
447,04/01/2023,44,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,44,30,3,13.0,32.0,Good,Chicago,IL
448,04/02/2023,46,NO2,IEPA TRAILER,17-031-3103,AQS,45,31,6,10.0,46.0,Good,Chicago,IL
449,04/03/2023,45,Ozone,REGIONAL OFFICE BUILDING,17-031-4007,AQS,45,44,7,28.0,44.0,Good,Chicago,IL
450,04/04/2023,56,PM2.5,Hammond- 167th St,18-089-0036,AQS,44,56,7,20.0,30.0,Moderate,Chicago,IL
451,04/05/2023,39,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,39,37,6,19.0,22.0,Good,Chicago,IL
452,04/06/2023,46,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,46,29,2,18.0,37.0,Good,Chicago,IL
453,04/07/2023,48,Ozone,REGIONAL OFFICE BUILDING,17-031-4007,AQS,48,39,2,21.0,42.0,Good,Chicago,IL
454,04/08/2023,56,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,51,56,17,28.0,49.0,Moderate,Chicago,IL
455,04/09/2023,61,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,61,60,18,35.0,48.0,Moderate,Chicago,IL
456,04/10/2023,84,Ozone,CAMP LOGAN TRAILER,17-097-1007,AQS,84,54,5,49.0,52.0,Moderate,Chicago,IL
457,04/11/2023,61,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,61,54,3,58.0,44.0,Moderate,Chicago,IL
458,04/12/2023,77,PM10,WASHINGTON HS,17-031-0022,AQS,64,60,3,77.0,30.0,Moderate,Chicago,IL
459,04/13/2023,80,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,80,57,3,52.0,43.0,Moderate,Chicago,IL
460,04/14/2023,143,Ozone,SOUTH WATER FILTRATION PLANT,17-031-0032,AQS,143,72,13,59.0,57.0,Unhealthy for Sensitive Groups,Chicago,IL
461,04/15/2023,64,Ozone,CHIWAUKEE PRAIRIE STATELINE,55-059-0019,AQS,64,55,13,47.0,40.0,Moderate,Chicago,IL
462,04/16/2023,35,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,35,28,2,9.0,10.0,Good,Chicago,IL
463,04/17/2023,60,PM10,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,18-089-0022,AQS,44,45,3,60.0,25.0,Moderate,Chicago,IL
464,04/18/2023,61,PM10,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,18-089-0022,AQS,49,59,6,61.0,47.0,Moderate,Chicago,IL
465,04/19/2023,56,PM2.5,VILLAGE GARAGE,17-031-0001,AQS,54,56,7,42.0,44.0,Moderate,Chicago,IL
466,04/20/2023,47,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,47,45,6,41.0,42.0,Good,Chicago,IL
467,04/21/2023,43,Ozone,COOK COUNTY TRAILER,17-031-4002,AQS,43,29,3,23.0,29.0,Good,Chicago,IL
468,04/22/2023,39,Ozone,VILLAGE GARAGE,17-031-0001,AQS,39,35,5,12.0,24.0,Good,Chicago,IL
469,04/23/2023,33,Ozone,LARSEN JUNIOR HIGH,17-089-0005,AQS,33,22,5,9.0,23.0,Good,Chicago,IL
470,04/24/2023,48,PM2.5,Hammond- 167th St,18-089-0036,AQS,47,48,7,29.0,42.0,Good,Chicago,IL
471,04/25/2023,56,PM2.5,COM ED TRAINING CENTER,17-197-1011,AQS,47,56,7,22.0,32.0,Moderate,Chicago,IL
472,04/26/2023,58,NO2,COM ED MAINTENANCE BLDG,17-031-0076,AQS,41,31,5,20.0,58.0,Moderate,Chicago,IL
473,04/27/2023,67,Ozone,COM ED TRAINING CENTER,17-197-1011,AQS,67,62,8,38.0,48.0,Moderate,Chicago,IL
474,04/28/2023,66,PM2.5,Hammond- 167th St,18-089-0036,AQS,64,66,9,41.0,50.0,Moderate,Chicago,IL
